EA,CLS,SENT,ASP
FOOD#QUALITY,1,"food was very good as well , considering that we tried the budget selection ( though i wish the pork belly that i ordered was roasted a bit longer , so that fat was more of a melt-in-your-mouth experience ) .",quality
FOOD#QUALITY,-1,"food was very good as well , considering that we tried the budget selection ( though i wish the pork belly that i ordered was roasted a bit longer , so that fat was more of a melt-in-your-mouth experience ) .",quality
DRINKS#STYLE_OPTIONS,1,wine list selection is good and wine-by-the-glass was generously filled to the top .,options
DRINKS#STYLE_OPTIONS,1,wine list selection is good and wine-by-the-glass was generously filled to the top .,options
AMBIENCE#GENERAL,1,traditional french decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation .,general
AMBIENCE#GENERAL,-1,traditional french decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation .,general
RESTAURANT#GENERAL,1,"i 've been to at cafe spice probably 5-8 times , it is probably still the best indian restaurant around union square .",general
SERVICE#GENERAL,0,"to sum it up : service varies from good to mediorce , depending on which waiter you get ; generally it is just average ok .",general
SERVICE#GENERAL,1,"seating is always prompt , though the restaurant does fill up in the evening .",general
FOOD#QUALITY,1,"food is usually very good , though ocasionally i wondered about freshmess of raw vegatables in side orders .",quality
FOOD#QUALITY,-1,"food is usually very good , though ocasionally i wondered about freshmess of raw vegatables in side orders .",quality
SERVICE#GENERAL,0,"as many other reviewers noticed , your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time .",general
AMBIENCE#GENERAL,1,"the decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall , which are great for a date .",general
AMBIENCE#GENERAL,1,"the decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall , which are great for a date .",general
RESTAURANT#GENERAL,1,i have never been disappointed in the red eye .,general
AMBIENCE#GENERAL,1,"the first time i went , and was completely taken by the live jazz band and atmosphere , i ordered the lobster cobb salad .",general
AMBIENCE#GENERAL,1,"the first time i went , and was completely taken by the live jazz band and atmosphere , i ordered the lobster cobb salad .",general
FOOD#QUALITY,1,it 's simply the best meal in nyc .,quality
RESTAURANT#GENERAL,1,you can not go wrong at the red eye grill .,general
RESTAURANT#GENERAL,1,"if we were to move from the upper east side , we would genuinely miss this restaurant .",general
RESTAURANT#GENERAL,0,the restaurant is cute but not upscale .,general
FOOD#QUALITY,1,the food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes .,quality
FOOD#QUALITY,1,the food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes .,quality
RESTAURANT#GENERAL,1,i would highly recommend it .,general
RESTAURANT#GENERAL,1,it 's one of our favorite places to eat in ny .,general
RESTAURANT#GENERAL,1,we had a great time at the jekyll and hyde pub last night .,general
RESTAURANT#MISCELLANEOUS,1,after really enjoying ourselves at the bar we sat down at a table and had dinner .,miscellaneous
SERVICE#GENERAL,1,the server was really cool and served us our food and drinks with a smile .,general
AMBIENCE#GENERAL,1,the place 's decor and hidden bathrooms made for a good laugh .,general
AMBIENCE#GENERAL,1,the place 's decor and hidden bathrooms made for a good laugh .,general
RESTAURANT#GENERAL,1,i highly recommend visiting this restaurant and having dinner and drinks !,general
RESTAURANT#MISCELLANEOUS,1,"if you are the type of person who likes being scared and entertained , this is a great place to go and eat .",miscellaneous
RESTAURANT#GENERAL,1,"my husband and i thougt it would be great to go to the jekyll and hyde pub for our anniversary , and to our surprise it was fantastic .",general
DRINKS#STYLE_OPTIONS,1,"the have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if i must recommend a dish it must be the pumkin tortelini .",options
FOOD#QUALITY,1,"the have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if i must recommend a dish it must be the pumkin tortelini .",quality
FOOD#QUALITY,1,"the have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if i must recommend a dish it must be the pumkin tortelini .",quality
AMBIENCE#GENERAL,1,the entertainment was great they have shows that go on through out the dinner .,general
RESTAURANT#GENERAL,1,"please take my advice , go and try this place .",general
RESTAURANT#GENERAL,1,you will not be disapointed at all .,general
RESTAURANT#GENERAL,1,we were not dissappointed in the least bit by this little gem .,general
FOOD#STYLE_OPTIONS,1,the bagel was huge .,options
FOOD#QUALITY,1,they were served warm and had a soft fluffy interior .,quality
FOOD#STYLE_OPTIONS,-1,the workers there also absolutely load the bagel with cream cheese ( gets a little messy ) .,options
RESTAURANT#GENERAL,1,i loved it and would highly recommend .,general
FOOD#QUALITY,1,this was my frist time at cafe st. bart 's and i must say how delicous the food and the service was .,quality
SERVICE#GENERAL,1,this was my frist time at cafe st. bart 's and i must say how delicous the food and the service was .,general
FOOD#QUALITY,1,i have to highly recommend the lobster roll - not to much mayo ; you can tell it was a fresh lobster .,quality
FOOD#QUALITY,1,i have to highly recommend the lobster roll - not to much mayo ; you can tell it was a fresh lobster .,quality
FOOD#QUALITY,1,"other guests enjoyed pizza , santa fe chopped salad and fish and chips .",quality
FOOD#QUALITY,1,"other guests enjoyed pizza , santa fe chopped salad and fish and chips .",quality
FOOD#QUALITY,1,"other guests enjoyed pizza , santa fe chopped salad and fish and chips .",quality
FOOD#QUALITY,1,"i highly recommend cafe st. bart 's for their food , the ambience and wonderful service .",quality
AMBIENCE#GENERAL,1,"i highly recommend cafe st. bart 's for their food , the ambience and wonderful service .",general
SERVICE#GENERAL,1,"i highly recommend cafe st. bart 's for their food , the ambience and wonderful service .",general
SERVICE#GENERAL,1,all the staff is absolutely professional ! !,general
SERVICE#GENERAL,1,"( that is a must , but not every restaurant can do ... )",general
AMBIENCE#GENERAL,1,"there 's nice and quiet , small but enough for 6 ( or more ) .",general
RESTAURANT#GENERAL,-1,this restaurant was way overhyped .,general
FOOD#QUALITY,-1,my chow fun and chow see was really bland and oily .,quality
FOOD#QUALITY,-1,okay-i do n't mind the oily part ( cause most are cooked that way ) but it was way too bland .,quality
FOOD#QUALITY,0,the scallion pancakes and fried dumplings were nothing out of the ordinary .,quality
FOOD#QUALITY,0,the scallion pancakes and fried dumplings were nothing out of the ordinary .,quality
SERVICE#GENERAL,1,the service was the only thing good about this restaurant .,general
RESTAURANT#GENERAL,-1,the service was the only thing good about this restaurant .,general
AMBIENCE#GENERAL,-1,"it 's boring on the inside , and our sushi was pretty below average ... the tuna was soggy and the other rolls had no flavor .",general
FOOD#QUALITY,-1,"it 's boring on the inside , and our sushi was pretty below average ... the tuna was soggy and the other rolls had no flavor .",quality
FOOD#QUALITY,-1,"it 's boring on the inside , and our sushi was pretty below average ... the tuna was soggy and the other rolls had no flavor .",quality
FOOD#QUALITY,-1,"it 's boring on the inside , and our sushi was pretty below average ... the tuna was soggy and the other rolls had no flavor .",quality
RESTAURANT#GENERAL,-1,i definitely would n't go back .,general
FOOD#QUALITY,1,their pad penang is delicious and everything else is fantastic .,quality
FOOD#QUALITY,1,their pad penang is delicious and everything else is fantastic .,quality
RESTAURANT#PRICES,1,the price is reasonable although the service is poor .,prices
SERVICE#GENERAL,-1,the price is reasonable although the service is poor .,general
RESTAURANT#GENERAL,1,fresh restaurant was amazing ... ... .. food was delicious and of course fresh .,general
FOOD#QUALITY,1,fresh restaurant was amazing ... ... .. food was delicious and of course fresh .,quality
AMBIENCE#GENERAL,1,"great for a romantic evening , or a fun evening with friends ...",general
RESTAURANT#MISCELLANEOUS,1,"great for a romantic evening , or a fun evening with friends ...",miscellaneous
RESTAURANT#GENERAL,1,i will be going back very soon .,general
RESTAURANT#GENERAL,1,keep up the good work .,general
FOOD#QUALITY,1,hats off to the chef .,quality
RESTAURANT#GENERAL,1,it was wonderful .,general
FOOD#QUALITY,1,"the salads are delicious , both refreshing and very spicy .",quality
FOOD#QUALITY,1,we had pam 's special fried fish and it was amazing .,quality
FOOD#STYLE_OPTIONS,-1,too large for just two people but nothing was left .,options
FOOD#QUALITY,1,too large for just two people but nothing was left .,quality
AMBIENCE#GENERAL,1,"great vibe , lots of people .",general
FOOD#QUALITY,1,"my husbands was perfect , my was well done and dry .",quality
FOOD#QUALITY,-1,"my husbands was perfect , my was well done and dry .",quality
AMBIENCE#GENERAL,1,"i did n't complain , i liked the atmosphere so much .",general
RESTAURANT#GENERAL,1,on a hot day it was fabulous to stop in and enjoy lunch .,general
AMBIENCE#GENERAL,1,"ambience is so cute and quaint , good for business although we were there on vacation .",general
RESTAURANT#MISCELLANEOUS,1,"ambience is so cute and quaint , good for business although we were there on vacation .",miscellaneous
FOOD#QUALITY,1,salads were fantastic .,quality
FOOD#QUALITY,1,although we were looking for regular lettuce and some walnuts the salads we got were great .,quality
FOOD#QUALITY,1,ingredients are organic which is a real plus for me .,quality
RESTAURANT#GENERAL,1,we will be back .,general
FOOD#QUALITY,1,"this is some really good , inexpensive sushi .",quality
FOOD#PRICES,1,"this is some really good , inexpensive sushi .",prices
FOOD#STYLE_OPTIONS,1,the spicy tuna roll is huge and probably the best that i 've had at this price range .,options
FOOD#QUALITY,1,the spicy tuna roll is huge and probably the best that i 've had at this price range .,quality
FOOD#PRICES,1,the spicy tuna roll is huge and probably the best that i 've had at this price range .,prices
FOOD#QUALITY,1,the yellowtail was particularly good as well .,quality
FOOD#STYLE_OPTIONS,-1,"i have reservations about the all you can eat deal , however -- the choices are fairly limited and you can probably order more food than you can eat for less than $ 18 by just going off the menu .",options
FOOD#PRICES,-1,"i have reservations about the all you can eat deal , however -- the choices are fairly limited and you can probably order more food than you can eat for less than $ 18 by just going off the menu .",prices
RESTAURANT#GENERAL,1,"in any event , this is a place i 'll be sure to stop by again when i 'm in this part of town .",general
RESTAURANT#GENERAL,1,big wong gets big ups for a fine establishment .,general
RESTAURANT#GENERAL,1,"they have it all -- great price , food , and service .",general
RESTAURANT#PRICES,1,"they have it all -- great price , food , and service .",prices
FOOD#QUALITY,1,"they have it all -- great price , food , and service .",quality
SERVICE#GENERAL,1,"they have it all -- great price , food , and service .",general
AMBIENCE#GENERAL,-1,the atmosphere is noisy and the waiters are literally walking around doing things as fast as they can .,general
SERVICE#GENERAL,1,the atmosphere is noisy and the waiters are literally walking around doing things as fast as they can .,general
SERVICE#GENERAL,1,the food is prepared quickly and efficiently .,general
FOOD#PRICES,1,"and it all comes at a very reasonable price ( congee , noodles , and rice dishes are no more than $ 3-6 each ) .",prices
FOOD#PRICES,1,"and it all comes at a very reasonable price ( congee , noodles , and rice dishes are no more than $ 3-6 each ) .",prices
FOOD#PRICES,1,"and it all comes at a very reasonable price ( congee , noodles , and rice dishes are no more than $ 3-6 each ) .",prices
FOOD#PRICES,1,"and it all comes at a very reasonable price ( congee , noodles , and rice dishes are no more than $ 3-6 each ) .",prices
SERVICE#GENERAL,1,the takeout is great too since they give high quality tupperware as well .,general
RESTAURANT#MISCELLANEOUS,1,this place is always very crowded and popular .,miscellaneous
FOOD#QUALITY,1,enjoyed a very nice caesar salad while my wife had arugula and goat cheese ... .both very tasty .,quality
FOOD#QUALITY,1,enjoyed a very nice caesar salad while my wife had arugula and goat cheese ... .both very tasty .,quality
SERVICE#GENERAL,1,we both opted for a pasta dish and they were served timely and fresh .,general
FOOD#QUALITY,1,we both opted for a pasta dish and they were served timely and fresh .,quality
FOOD#QUALITY,1,"we concluded with tiramisu chocolate cake , both were delicious .",quality
RESTAURANT#GENERAL,1,we 'd go back again,general
RESTAURANT#GENERAL,1,i recently went to this restaurant with some co-workers for lunch and had an amazing time .,general
SERVICE#GENERAL,1,"the staff was accomodating , the food was absolutely delicious and the place is lovely .",general
FOOD#QUALITY,1,"the staff was accomodating , the food was absolutely delicious and the place is lovely .",quality
AMBIENCE#GENERAL,1,"the staff was accomodating , the food was absolutely delicious and the place is lovely .",general
SERVICE#GENERAL,1,we even had a visit from the manager who wanted to make sure we were enjoying ourselves .,general
RESTAURANT#PRICES,-1,"yes , the prices are high , but i felt it was worth it .",prices
RESTAURANT#GENERAL,1,"yes , the prices are high , but i felt it was worth it .",general
RESTAURANT#GENERAL,1,we all felt it was worth it .,general
FOOD#QUALITY,1,sometimes i get good food and ok service .,quality
SERVICE#GENERAL,0,sometimes i get good food and ok service .,general
FOOD#QUALITY,-1,"sometimes i get bad food and bad service , sometimes i get good good and bad service .",quality
SERVICE#GENERAL,-1,"sometimes i get bad food and bad service , sometimes i get good good and bad service .",general
SERVICE#GENERAL,-1,"sometimes i get bad food and bad service , sometimes i get good good and bad service .",general
FOOD#QUALITY,1,"sometimes i get bad food and bad service , sometimes i get good good and bad service .",quality
RESTAURANT#GENERAL,-1,it is not consistent .,general
FOOD#STYLE_OPTIONS,1,the place is a bistro which means : simple dishes and wine served efficiently in a bustling atmosphere .,options
DRINKS#STYLE_OPTIONS,1,the place is a bistro which means : simple dishes and wine served efficiently in a bustling atmosphere .,options
SERVICE#GENERAL,1,the place is a bistro which means : simple dishes and wine served efficiently in a bustling atmosphere .,general
AMBIENCE#GENERAL,1,the place is a bistro which means : simple dishes and wine served efficiently in a bustling atmosphere .,general
RESTAURANT#GENERAL,1,and where does patis go wrong ; no where .,general
FOOD#STYLE_OPTIONS,1,"you are not eating haut cuisine with subtle hints of whatever but : cassuolet , steake fritte , tripe stew , etc ; simple stuff .",options
FOOD#QUALITY,1,"you are not eating haut cuisine with subtle hints of whatever but : cassuolet , steake fritte , tripe stew , etc ; simple stuff .",quality
RESTAURANT#GENERAL,1,and evaluated on those terms pastis is simply wonderful .,general
FOOD#QUALITY,1,right off the l in brooklyn this is a nice cozy place with good pizza .,quality
AMBIENCE#GENERAL,1,right off the l in brooklyn this is a nice cozy place with good pizza .,general
FOOD#QUALITY,-1,mine was a little burnt but still delicious with goat cheese and panchetta ( raddichio was kind of bitter though ) .,quality
FOOD#QUALITY,1,mine was a little burnt but still delicious with goat cheese and panchetta ( raddichio was kind of bitter though ) .,quality
FOOD#QUALITY,1,my friend got the mushroom pizza which tasted better .,quality
DRINKS#QUALITY,1,the sangria was pretty tasty and good on a hot muggy day .,quality
RESTAURANT#MISCELLANEOUS,0,kind of a small place but i guess if they are not too busy might be able to fit a group or kids .,miscellaneous
RESTAURANT#GENERAL,1,overall i would recommend it and go back again .,general
DRINKS#STYLE_OPTIONS,1,i started out with a bombay beer which was big enough for two .,options
FOOD#QUALITY,1,mmmmm ... it was delicious .,quality
SERVICE#GENERAL,-1,"service was slow , but the people were friendly .",general
SERVICE#GENERAL,1,"service was slow , but the people were friendly .",general
AMBIENCE#GENERAL,1,it 's a nice place to relax and have conversation .,general
RESTAURANT#GENERAL,1,i ca n't wait to go back .,general
FOOD#QUALITY,1,the food is authentic italian - delicious !,quality
FOOD#QUALITY,1,"pizza is terrific , as is homemade pasta .",quality
FOOD#QUALITY,1,"pizza is terrific , as is homemade pasta .",quality
AMBIENCE#GENERAL,1,"ambience is delightful , service impeccable .",general
SERVICE#GENERAL,1,"ambience is delightful , service impeccable .",general
FOOD#QUALITY,-1,i 'm still mad that i had to pay for lousy food .,quality
FOOD#QUALITY,-1,the hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed .,quality
FOOD#QUALITY,-1,the hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed .,quality
SERVICE#GENERAL,-1,service was also horrible and the ambience is not that great .,general
AMBIENCE#GENERAL,-1,service was also horrible and the ambience is not that great .,general
RESTAURANT#MISCELLANEOUS,-1,do not try unless you 're just going there to hang out like the rest of the hipsters who apparently have no sense of taste .,miscellaneous
RESTAURANT#GENERAL,1,i go and eat out at many different restaurants and this is one place you have go and try .,general
FOOD#QUALITY,1,this is my first time writing a review for a restaurant because the food and service was excellent .,quality
SERVICE#GENERAL,1,this is my first time writing a review for a restaurant because the food and service was excellent .,general
FOOD#QUALITY,1,the filet mignon dish was superb !,quality
RESTAURANT#GENERAL,1,i would defiantly come back here again as one of my top choices .,general
RESTAURANT#GENERAL,1,it 's a small cute restaurant .,general
RESTAURANT#GENERAL,1,i absolutely love this place ! ! !,general
AMBIENCE#GENERAL,1,"i like the ambience , it 's very dark and original .",general
FOOD#QUALITY,1,the sushi is amazing ! ! !,quality
FOOD#PRICES,1,and amazingly cheap .,prices
RESTAURANT#GENERAL,1,big thumbs up !,general
AMBIENCE#GENERAL,1,very affordable and excellent ambient !,general
RESTAURANT#PRICES,1,very affordable and excellent ambient !,prices
FOOD#QUALITY,-1,we ordered some beef and noodle soup dishes from the thai section of the menu but nothing we got was thai .,quality
FOOD#QUALITY,-1,we were very disappointed .,quality
FOOD#QUALITY,-1,we wo n't go to this place again for a good meal .,quality
AMBIENCE#GENERAL,1,"however , i think this place is a good hang out spot .",general
RESTAURANT#GENERAL,1,my girlfriend and i stumbled onto this hopping place the other night and had a great time !,general
FOOD#QUALITY,1,the pizza and wine were excellent-the service too -- but what really made this place was the backyard dining area .,quality
DRINKS#QUALITY,1,the pizza and wine were excellent-the service too -- but what really made this place was the backyard dining area .,quality
SERVICE#GENERAL,1,the pizza and wine were excellent-the service too -- but what really made this place was the backyard dining area .,general
AMBIENCE#GENERAL,1,the pizza and wine were excellent-the service too -- but what really made this place was the backyard dining area .,general
AMBIENCE#GENERAL,1,it is one the nicest outdoor restaurants i have ever seen in ny -- i am from italy and this place rivals the ones in my country .,general
RESTAURANT#MISCELLANEOUS,1,"they tell me they are going to cover the garden in glass for the winter , so i 'm looking forward to going there on a snowy night to enjoy it .",miscellaneous
RESTAURANT#GENERAL,1,check this place out !,general
RESTAURANT#GENERAL,1,highly recommended ! ! ! ! !,general
AMBIENCE#GENERAL,-1,"first of all , this place is *not* romantic , as claimed by citysearch 's editorial review .",general
AMBIENCE#GENERAL,-1,"either that , or the editor 's idea of romance must be sharing a conversation with the next table , while trying to speak louder than the traffic on 57th .",general
AMBIENCE#GENERAL,-1,"the tables are crammed way too close , the menu is typical of any italian restaurant , and the wine list is simply overpriced .",general
FOOD#STYLE_OPTIONS,0,"the tables are crammed way too close , the menu is typical of any italian restaurant , and the wine list is simply overpriced .",options
DRINKS#PRICES,-1,"the tables are crammed way too close , the menu is typical of any italian restaurant , and the wine list is simply overpriced .",prices
DRINKS#QUALITY,-1,slightly above average wines start at $ 70+ with only one selection listed at $ 30+ .,quality
DRINKS#PRICES,-1,slightly above average wines start at $ 70+ with only one selection listed at $ 30+ .,prices
SERVICE#GENERAL,-1,service is not what one would expect from a joint in this price category .,general
SERVICE#GENERAL,-1,"for instance , plates were just dumped on the table , i was handed the wine list upside down , etc ... .",general
SERVICE#GENERAL,-1,somehow working the italian charm with constant mille grazie does not constitute proper service .,general
FOOD#QUALITY,1,"to be completely fair , the only redeeming factor was the food , which was above average , but could n't make up for all the other deficiencies of teodora .",quality
RESTAURANT#GENERAL,-1,"to be completely fair , the only redeeming factor was the food , which was above average , but could n't make up for all the other deficiencies of teodora .",general
FOOD#QUALITY,-1,not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring .,quality
FOOD#QUALITY,-1,not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring .,quality
FOOD#QUALITY,-1,fish was overdone .,quality
SERVICE#GENERAL,1,"cute place , nice wait staff but would never go there again .",general
AMBIENCE#GENERAL,1,"cute place , nice wait staff but would never go there again .",general
RESTAURANT#GENERAL,-1,"cute place , nice wait staff but would never go there again .",general
FOOD#QUALITY,-1,someone else recommended the dessert - we also left that .,quality
DRINKS#QUALITY,1,one of us actually liked the expresso - that 's it .,quality
RESTAURANT#GENERAL,-1,"skip this restaurant , it 's a big disappointment .",general
RESTAURANT#GENERAL,1,myagi is one of my favorite restaurants in the city ; the place the negative reviews describe sound like they were somewhere else .,general
SERVICE#GENERAL,1,i 've never had bad service and the fish is fresh and delicious .,general
FOOD#QUALITY,1,i 've never had bad service and the fish is fresh and delicious .,quality
FOOD#QUALITY,1,their tuna tartar appetizer is to die for .,quality
FOOD#QUALITY,1,"i come from a family of pizzeria owners , and i 'm almost ashamed to say that the pizza in fornino 's blows my families receipies away .",quality
FOOD#QUALITY,1,it is simply amazing .,quality
SERVICE#GENERAL,1,the place is so cool and the service is prompt and curtious .,general
AMBIENCE#GENERAL,1,the place is so cool and the service is prompt and curtious .,general
RESTAURANT#GENERAL,1,i highly recommend to anyone to give this place a try .,general
RESTAURANT#GENERAL,1,you will find yourself returning quite often .,general
FOOD#QUALITY,1,a restaurant that does n't try to do anything except serve great food with great service in a pleasant atmosphere .,quality
SERVICE#GENERAL,1,a restaurant that does n't try to do anything except serve great food with great service in a pleasant atmosphere .,general
AMBIENCE#GENERAL,1,a restaurant that does n't try to do anything except serve great food with great service in a pleasant atmosphere .,general
FOOD#QUALITY,1,no gimmicks here -- the food speaks for itself in its freshness and preparation .,quality
AMBIENCE#GENERAL,1,the dining room is quietly elegant with no music to shout over -- how refreshing !,general
SERVICE#GENERAL,1,"the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu , present your meal , and attend to your needs .",general
SERVICE#GENERAL,1,"the service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu , present your meal , and attend to your needs .",general
FOOD#QUALITY,1,"looking around , i saw a room full of new yorkers enjoying a real meal in a real restaurant , not a clubhouse of the fabulous trying to be seen .",quality
AMBIENCE#GENERAL,1,"looking around , i saw a room full of new yorkers enjoying a real meal in a real restaurant , not a clubhouse of the fabulous trying to be seen .",general
RESTAURANT#GENERAL,1,beautiful experience .,general
LOCATION#GENERAL,1,the view is breathtaking the service is top notch ... the ambiance is wonderfull .,general
SERVICE#GENERAL,1,the view is breathtaking the service is top notch ... the ambiance is wonderfull .,general
AMBIENCE#GENERAL,1,the view is breathtaking the service is top notch ... the ambiance is wonderfull .,general
SERVICE#GENERAL,1,the staff offers impeccable service .,general
FOOD#QUALITY,1,i had lobster bisque it has 2 oz . of maine lobster in it .,quality
FOOD#QUALITY,1,my boyfriend had the new england chowder it was good but i think the award should go to the lobster bisque .,quality
FOOD#QUALITY,1,my boyfriend had the new england chowder it was good but i think the award should go to the lobster bisque .,quality
FOOD#QUALITY,1,it was divine melts in your mouth .,quality
FOOD#QUALITY,1,my boyfriend had prime rib it was good .,quality
DRINKS#STYLE_OPTIONS,1,we did n't want a bottle of bubbly on a weekday so we each got little bottles of korbett it was just enough .,options
FOOD#QUALITY,1,it 's cuz it 's so good you need to taste it ! ! !,quality
RESTAURANT#GENERAL,1,all in all we 're already coming up with excuses to go ahead really soon in the next few wks ! ! ! !,general
FOOD#QUALITY,1,my wife and i ate here earlier this week and have not stopped ranting and raving about the food .,quality
FOOD#QUALITY,1,if you like spicy food get the chicken vindaloo .,quality
FOOD#QUALITY,1,it 's very spicy but not offensive .,quality
RESTAURANT#GENERAL,1,we will definitely go back .,general
SERVICE#GENERAL,1,go to volare for 1st class service and terrific food .,general
FOOD#QUALITY,1,go to volare for 1st class service and terrific food .,quality
FOOD#STYLE_OPTIONS,1,the portions are large and the servers always surprise us with a different starter .,options
DRINKS#STYLE_OPTIONS,1,the wine list is excellent .,options
FOOD#QUALITY,1,the food is amazing ... especially if you get the chef 's tasting menu and your favourite bottle ( or two ! ) of wine from an extensive selection of wines .,quality
DRINKS#STYLE_OPTIONS,1,the food is amazing ... especially if you get the chef 's tasting menu and your favourite bottle ( or two ! ) of wine from an extensive selection of wines .,options
FOOD#QUALITY,1,the food is amazing ... especially if you get the chef 's tasting menu and your favourite bottle ( or two ! ) of wine from an extensive selection of wines .,quality
SERVICE#GENERAL,1,"the place is small and intimate and you may feel a little crowded , but the service is excellent and it 's great for friends out , a romantic date , or a special occassion .",general
AMBIENCE#GENERAL,-1,"the place is small and intimate and you may feel a little crowded , but the service is excellent and it 's great for friends out , a romantic date , or a special occassion .",general
RESTAURANT#MISCELLANEOUS,1,"the place is small and intimate and you may feel a little crowded , but the service is excellent and it 's great for friends out , a romantic date , or a special occassion .",miscellaneous
FOOD#PRICES,-1,the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you do n't like .,prices
FOOD#QUALITY,1,the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you do n't like .,quality
FOOD#PRICES,1,the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you do n't like .,prices
SERVICE#GENERAL,1,the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you do n't like .,general
RESTAURANT#MISCELLANEOUS,0,please be aware that it 's cash or amex only !,miscellaneous
FOOD#QUALITY,0,"with the exception of our lemon salad that had so much pepper on it that our eyes started watering , the food here was decent , not great .",quality
FOOD#QUALITY,-1,"with the exception of our lemon salad that had so much pepper on it that our eyes started watering , the food here was decent , not great .",quality
FOOD#STYLE_OPTIONS,-1,the menu is very limited - i think we counted 4 or 5 entrees .,options
FOOD#QUALITY,-1,"we ordered the special , grilled branzino , that was so infused with bone , it was difficult to eat .",quality
AMBIENCE#GENERAL,0,"the decor in this place is very diner-ish and the kind of place you expect in the east village - not romantic , just simple , small and sparse .",general
RESTAURANT#GENERAL,-1,problem is nothing at prune is particularly memorable .,general
RESTAURANT#GENERAL,-1,no plans to return anytime soon .,general
AMBIENCE#GENERAL,1,this place is so much fun .,general
AMBIENCE#GENERAL,1,our family never expected such incredible entertainment in a restaurant .,general
FOOD#QUALITY,1,our food was great too !,quality
FOOD#STYLE_OPTIONS,1,and really large portions .,options
SERVICE#GENERAL,1,the staff was the friendliest that have seen in new york .,general
RESTAURANT#GENERAL,1,we will go back every time we are in the city .,general
RESTAURANT#GENERAL,1,if you want something really different than try jekyll and hyde .,general
AMBIENCE#GENERAL,1,it is a lot of fun with live entertainment and all kinds of disney type special effects .,general
FOOD#QUALITY,1,the food was pretty tradional but it was hot and good with large portions .,quality
FOOD#STYLE_OPTIONS,1,the food was pretty tradional but it was hot and good with large portions .,options
RESTAURANT#GENERAL,1,i highly recommend it .,general
AMBIENCE#GENERAL,1,the place is a lot of fun .,general
RESTAURANT#GENERAL,1,my six year old loved it .,general
AMBIENCE#GENERAL,1,the characters really make for an enjoyable experience .,general
FOOD#QUALITY,-1,"the food however , is what one might expect .",quality
FOOD#QUALITY,-1,it is very overpriced and not very tasty .,quality
FOOD#PRICES,-1,it is very overpriced and not very tasty .,prices
RESTAURANT#GENERAL,1,"however , i think jeckll and hydes t is one of those places that is fun to do once .",general
RESTAURANT#GENERAL,1,we had a good time .,general
SERVICE#GENERAL,-1,went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them .,general
SERVICE#GENERAL,-1,service was slow had to wait to order and get food although not crowded .,general
DRINKS#PRICES,-1,drinks way over priced .,prices
FOOD#QUALITY,0,food was good not great not worth the wait or another visit,quality
RESTAURANT#GENERAL,-1,food was good not great not worth the wait or another visit,general
FOOD#QUALITY,1,great pizza for lunch place .,quality
SERVICE#GENERAL,1,service was quick .,general
FOOD#QUALITY,1,the pizza was great .,quality
SERVICE#GENERAL,1,and it was quick which is very important .,general
DRINKS#QUALITY,1,it was wonderful .,quality
FOOD#QUALITY,1,"whenever you need a sushi fix , mizu will be there with quality fish and great service .",quality
SERVICE#GENERAL,1,"whenever you need a sushi fix , mizu will be there with quality fish and great service .",general
SERVICE#GENERAL,1,delivery is fast too .,general
SERVICE#GENERAL,1,"great friendly service , fast seating , fast delivery , excellent sushi .",general
SERVICE#GENERAL,1,"great friendly service , fast seating , fast delivery , excellent sushi .",general
SERVICE#GENERAL,1,"great friendly service , fast seating , fast delivery , excellent sushi .",general
FOOD#QUALITY,1,"great friendly service , fast seating , fast delivery , excellent sushi .",quality
FOOD#PRICES,-1,a little overpriced but worth it once you take a bite .,prices
FOOD#QUALITY,1,a little overpriced but worth it once you take a bite .,quality
FOOD#QUALITY,1,ess-a-bagel ( either by sty-town or midtown ) is by far the best bagel in ny .,quality
FOOD#QUALITY,1,"the bagels always warm , soft on the inside , crispy on the outside and enormous in size .",quality
